1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
1516,651.0,3.0,4,125,2,36,0.0,518,2,2167,3,17542,69.0,0.0,47,7,7,1192,0.0,36,7,36.0,294000
1069,0.0,2.0,1,559,5,510,0.0,440,2,1069,2,4043,53.0,0.0,55,6,6,1069,0.0,33,33,33.0,140000
1072,0.0,2.0,4,547,6,0,0.0,525,3,1072,2,3675,35.0,82.0,44,5,6,547,0.0,5,4,5.0,140000
1572,0.0,3.0,4,1159,3,413,0.0,995,2,1572,2,35133,50.0,226.0,263,4,5,1572,0.0,47,47,47.0,186700
1188,561.0,3.0,1,1088,2,0,244.0,456,1,1869,2,8820,98.0,0.0,0,6,5,1088,0.0,120,14,47.0,124900
882,0.0,1.0,1,0,1,882,0.0,0,0,882,2,5500,55.0,0.0,0,6,4,882,0.0,54,54,0.0,103200
1922,0.0,3.0,4,1249,6,673,0.0,676,3,1922,3,14157,86.0,200.0,51,5,9,1922,0.0,5,4,5.0,377426
780,0.0,2.0,3,632,5,148,0.0,352,1,780,2,7200,60.0,0.0,0,7,5,780,196.0,38,38,37.0,124900
1021,580.0,3.0,1,0,1,533,0.0,300,2,1601,2,13825,85.0,0.0,34,6,5,533,0.0,52,23,52.0,140000
1530,0.0,3.0,3,1274,5,256,0.0,430,3,1530,3,16158,124.0,16.0,36,5,7,1530,0.0,5,5,5.0,260000
833,0.0,3.0,1,625,1,208,0.0,0,0,833,2,8780,69.0,0.0,0,5,5,833,0.0,25,25,0.0,112000
679,504.0,2.0,1,331,5,318,0.0,308,1,1183,2,6000,50.0,0.0,176,7,3,649,0.0,62,8,29.0,120000
1040,0.0,3.0,1,659,5,381,0.0,260,1,1040,2,6897,69.0,0.0,104,8,5,1040,0.0,48,0,48.0,127000
1466,1362.0,4.0,4,1150,6,316,0.0,1052,2,2828,3,9965,77.0,340.0,144,5,8,1466,0.0,4,3,4.0,424870
1032,220.0,3.0,1,280,4,752,0.0,288,1,1252,2,9600,80.0,0.0,0,5,6,1032,0.0,60,60,60.0,119000
1246,0.0,3.0,1,340,2,0,0.0,305,2,1246,3,7500,75.0,0.0,0,7,5,1246,0.0,51,16,51.0,154000
904,0.0,2.0,1,0,1,884,0.0,180,1,904,2,6000,50.0,0.0,0,7,6,884,0.0,84,6,84.0,119000
966,686.0,4.0,1,686,2,0,0.0,416,1,1652,2,10800,60.0,0.0,0,6,5,686,0.0,95,60,49.0,139000
1036,0.0,3.0,1,375,3,457,0.0,288,1,1268,2,12144,60.0,0.0,28,7,5,832,0.0,61,60,61.0,133000
1172,741.0,3.0,1,0,1,896,0.0,342,1,1913,2,7558,57.0,0.0,0,6,6,896,0.0,82,60,81.0,177000
1358,0.0,3.0,2,733,1,625,0.0,484,2,1358,3,6371,44.0,128.0,35,5,7,1358,0.0,1,0,0.0,224000
1657,0.0,3.0,1,1237,2,420,0.0,484,1,1657,2,12155,69.0,0.0,0,3,6,1657,0.0,40,40,40.0,163500
838,0.0,2.0,2,210,3,0,0.0,275,3,838,1,10267,55.0,0.0,0,7,6,816,0.0,92,10,49.0,130000
1022,1038.0,3.0,1,772,5,220,0.0,390,2,2060,3,8755,69.0,298.0,0,5,7,992,0.0,11,11,11.0,214000
764,862.0,2.0,1,573,6,191,0.0,474,2,1626,3,2448,36.0,106.0,27,5,7,764,0.0,7,6,7.0,154000
663,689.0,4.0,1,371,5,292,0.0,299,3,1352,2,9364,80.0,143.0,36,7,6,663,0.0,41,41,41.0,158000
968,408.0,3.0,1,368,3,359,0.0,240,1,1376,2,9492,79.0,0.0,0,5,5,768,0.0,69,60,69.0,105000
849,811.0,3.0,1,326,2,389,0.0,240,1,1660,2,11988,74.0,0.0,0,7,6,715,0.0,76,15,71.0,188700
616,796.0,3.0,1,0,1,616,0.0,432,3,1412,3,8499,73.0,0.0,36,5,6,616,0.0,4,3,3.0,156932
756,713.0,3.0,1,0,1,756,0.0,216,1,1469,2,10320,60.0,0.0,0,7,6,756,0.0,104,15,104.0,135000
774,656.0,3.0,1,0,1,384,0.0,400,2,1430,2,9967,76.0,0.0,0,5,7,384,0.0,10,10,10.0,170000
1094,0.0,3.0,2,500,3,594,0.0,495,1,1094,2,10452,85.0,216.0,0,5,6,1094,0.0,57,57,57.0,155000
1826,0.0,3.0,4,1422,6,392,0.0,758,1,1826,3,11302,69.0,238.0,75,5,8,1814,180.0,5,4,5.0,319000
672,252.0,3.0,2,0,1,672,0.0,576,1,924,2,8064,60.0,0.0,0,7,5,672,0.0,61,4,7.0,122900
1502,0.0,1.0,3,368,6,0,0.0,528,2,1502,3,6820,69.0,0.0,54,5,8,1488,0.0,25,25,25.0,212000
616,1072.0,4.0,4,462,6,154,185.0,603,2,1688,3,12798,79.0,0.0,114,5,6,616,0.0,13,13,13.0,200000
1262,0.0,3.0,1,905,6,357,0.0,572,1,1262,3,7200,60.0,68.0,120,5,6,1262,0.0,4,4,4.0,185000
1905,0.0,3.0,1,0,1,1905,0.0,788,3,1905,4,11670,84.0,302.0,191,5,9,1905,0.0,4,4,4.0,320000
1153,878.0,3.0,3,252,5,901,0.0,541,3,2031,3,11404,75.0,202.0,84,5,7,1153,0.0,12,11,12.0,222500
1350,0.0,3.0,1,0,1,1064,0.0,478,2,1350,2,10140,78.0,174.0,0,5,6,1064,0.0,36,36,36.0,165000
941,888.0,3.0,1,483,6,458,0.0,613,2,1829,3,9548,44.0,223.0,39,6,7,941,0.0,7,7,7.0,237000
965,0.0,3.0,1,641,4,187,0.0,300,1,965,2,7800,60.0,0.0,0,5,5,828,0.0,45,45,31.0,119900
672,252.0,2.0,1,348,4,324,0.0,280,1,924,1,12180,60.0,0.0,0,4,4,672,0.0,69,60,69.0,80000
1055,1208.0,3.0,1,0,1,1055,0.0,905,3,2263,3,9240,69.0,396.0,45,5,8,1055,0.0,9,8,9.0,287000
1236,872.0,4.0,1,626,3,501,0.0,540,1,2108,3,13728,120.0,0.0,0,7,6,1127,0.0,75,24,75.0,235000
1242,0.0,3.0,1,916,5,326,0.0,528,1,1242,2,9600,80.0,320.0,0,6,7,1242,0.0,37,37,37.0,175500
989,584.0,3.0,1,0,1,884,0.0,240,1,1573,3,6120,51.0,0.0,0,7,4,884,0.0,75,15,75.0,133000
884,1151.0,3.0,1,0,1,884,0.0,434,3,2035,3,9505,69.0,180.0,48,5,7,884,0.0,9,9,9.0,222500
1232,0.0,3.0,1,660,4,572,0.0,516,1,1232,2,11120,69.0,0.0,0,6,6,1232,0.0,26,26,26.0,162500
1098,866.0,4.0,1,403,1,400,0.0,483,2,1964,2,10480,80.0,660.0,69,6,7,803,0.0,34,34,34.0,205000
792,348.0,3.0,1,0,1,576,0.0,0,0,1140,2,8800,55.0,0.0,160,7,4,576,0.0,100,6,0.0,96500
894,0.0,3.0,1,702,4,192,0.0,450,2,894,3,9764,57.0,0.0,0,7,5,894,0.0,43,7,43.0,130000
1512,1142.0,4.0,2,619,4,435,0.0,619,1,2654,3,11029,69.0,220.0,65,7,6,1054,0.0,42,26,42.0,250000
768,0.0,2.0,3,660,1,108,0.0,396,3,768,2,7200,60.0,0.0,0,8,5,768,0.0,38,7,36.0,133900
672,0.0,2.0,0,0,0,0,0.0,0,0,912,2,6240,52.0,0.0,0,5,4,0,0.0,63,60,0.0,80500
1040,1040.0,5.0,3,650,3,390,0.0,504,1,2080,1,11606,70.0,192.0,0,5,5,1040,0.0,41,41,41.0,135000
1040,0.0,3.0,1,732,6,308,0.0,576,1,1040,3,12464,82.0,0.0,0,5,5,1040,0.0,14,14,10.0,152000
1149,467.0,3.0,2,370,2,779,0.0,216,1,1616,3,5400,40.0,0.0,0,7,6,1149,0.0,84,6,84.0,152000
1047,0.0,2.0,1,0,1,641,0.0,273,1,1047,2,10800,60.0,0.0,0,7,4,641,0.0,125,15,56.0,100000
1803,0.0,3.0,1,168,3,284,0.0,484,2,1803,2,13125,88.0,67.0,0,4,5,1134,0.0,53,10,53.0,155000
832,0.0,2.0,1,0,1,832,0.0,528,1,832,3,7227,59.0,0.0,0,6,6,832,0.0,56,56,48.0,105500
894,0.0,3.0,1,180,3,340,0.0,384,1,894,2,7094,99.0,0.0,0,5,5,894,0.0,44,44,44.0,125000
596,596.0,3.0,2,0,1,596,0.0,189,1,1192,2,6402,60.0,0.0,0,5,5,596,0.0,90,60,90.0,78000
1850,0.0,3.0,4,1261,6,572,0.0,772,3,1850,3,16033,98.0,378.0,112,5,9,1833,0.0,6,5,6.0,326000
899,0.0,3.0,1,450,5,414,0.0,288,3,899,3,7800,65.0,89.0,0,7,5,864,0.0,43,6,43.0,130000
892,0.0,3.0,1,340,3,524,0.0,264,2,892,2,9477,69.0,65.0,0,5,5,864,0.0,44,44,44.0,110000
1260,1031.0,4.0,2,1046,3,168,0.0,506,1,2291,2,7200,60.0,0.0,0,6,6,1214,0.0,100,12,110.0,133900
1075,1063.0,2.0,1,0,1,849,0.0,360,1,2138,2,8100,90.0,0.0,156,5,5,849,0.0,112,45,100.0,106000
926,678.0,3.0,1,0,1,926,0.0,470,3,1604,2,10839,100.0,0.0,36,5,6,926,0.0,13,12,13.0,181000
887,1134.0,3.0,1,0,1,868,0.0,422,2,2021,3,23257,168.0,0.0,100,5,7,868,0.0,4,4,4.0,274725
938,0.0,3.0,3,280,2,167,0.0,308,1,938,2,9200,69.0,0.0,0,6,5,938,145.0,35,30,33.0,130250
912,514.0,3.0,1,0,1,912,0.0,216,1,1426,3,7642,55.0,0.0,240,8,7,912,0.0,92,12,85.0,189950
928,992.0,4.0,1,220,3,708,0.0,400,1,1920,2,11345,95.0,567.0,0,5,5,928,0.0,62,60,62.0,137000
1098,0.0,3.0,1,902,5,196,0.0,260,1,1098,2,7390,69.0,151.0,0,7,5,1098,0.0,55,55,55.0,135000
729,0.0,2.0,1,0,1,270,0.0,0,0,729,2,4130,56.0,0.0,0,6,3,270,0.0,75,7,0.0,52000
1252,0.0,3.0,1,0,1,1252,0.0,528,1,1252,3,10721,80.0,243.0,39,6,6,1252,0.0,51,51,50.0,142000
1584,0.0,4.0,1,0,1,1584,0.0,792,1,1584,2,8944,65.0,0.0,152,5,5,1584,0.0,43,43,43.0,124000
1506,0.0,2.0,1,0,1,1498,0.0,592,1,1506,4,14587,75.0,284.0,174,5,9,1498,0.0,2,2,2.0,264132
1709,0.0,2.0,3,1238,6,460,0.0,506,3,1709,3,5119,50.0,60.0,65,5,9,1698,0.0,11,10,11.0,328900
1092,0.0,2.0,1,895,3,197,0.0,299,3,1092,2,14850,69.0,0.0,0,5,5,1092,0.0,53,53,53.0,141000
1746,0.0,3.0,4,1320,6,426,0.0,758,3,1746,4,14892,42.0,160.0,39,5,9,1746,0.0,4,3,4.0,377500
1304,983.0,3.0,1,603,4,701,0.0,667,3,2287,2,15593,81.0,0.0,21,4,7,1304,0.0,57,57,57.0,225000
789,0.0,2.0,1,0,1,768,0.0,200,1,789,2,10594,55.0,0.0,0,5,5,768,0.0,84,60,84.0,96500
1041,0.0,3.0,1,991,5,50,0.0,270,2,1041,2,9600,80.0,132.0,88,6,5,1041,0.0,51,51,51.0,124500
993,915.0,4.0,1,0,1,967,0.0,431,3,1908,3,14191,85.0,0.0,0,5,8,967,0.0,8,8,8.0,202900
1010,1257.0,4.0,1,0,1,1010,0.0,390,2,2267,3,8068,69.0,0.0,46,5,6,1010,0.0,8,8,8.0,200000
875,0.0,2.0,1,209,4,506,0.0,180,1,875,2,6120,51.0,0.0,0,7,5,715,0.0,79,17,79.0,105000
1526,0.0,4.0,3,383,3,833,0.0,364,1,1526,2,8562,68.0,145.0,78,6,5,1216,116.0,53,8,53.0,144500
1567,0.0,2.0,4,1567,5,0,0.0,714,2,1567,3,9819,69.0,0.0,32,5,6,1567,0.0,33,33,33.0,196000
1734,1088.0,3.0,4,0,1,1734,0.0,1020,2,2822,4,13891,107.0,424.0,170,5,9,1734,0.0,2,1,1.0,582933
689,689.0,3.0,1,141,3,548,0.0,360,1,1378,3,9600,60.0,0.0,0,9,7,689,0.0,82,5,82.0,161000
1281,457.0,4.0,1,0,1,715,0.0,368,1,1738,2,12513,69.0,0.0,0,4,4,715,0.0,90,3,90.0,104900
1164,896.0,4.0,1,831,6,320,0.0,521,1,2060,2,10029,97.0,268.0,228,5,6,1151,0.0,22,21,22.0,211000
1128,0.0,2.0,1,812,2,124,0.0,286,1,1128,2,9000,75.0,0.0,0,5,5,936,0.0,56,56,56.0,118000
840,880.0,3.0,1,0,1,840,0.0,440,3,1720,3,8244,62.0,0.0,48,5,7,840,0.0,6,6,6.0,183500
1050,0.0,2.0,1,504,3,546,0.0,338,1,1050,2,9600,80.0,0.0,0,6,5,1050,0.0,54,54,54.0,128900
1114,0.0,3.0,1,814,6,300,0.0,576,1,1114,3,13695,66.0,0.0,78,5,6,1114,0.0,7,6,6.0,155000
1053,0.0,3.0,1,567,3,413,0.0,750,2,1053,4,8973,69.0,85.0,80,7,5,1008,0.0,52,19,12.0,150000
1593,0.0,0.0,3,1153,6,440,0.0,682,3,1593,4,4923,41.0,0.0,120,5,8,1593,0.0,9,8,9.0,286000
1214,0.0,3.0,1,695,4,519,0.0,318,2,1214,2,10355,69.0,196.0,111,5,5,1214,0.0,43,43,43.0,143000
816,0.0,3.0,1,641,5,175,0.0,264,1,816,3,6600,60.0,0.0,0,9,5,816,0.0,28,2,28.0,130500
1535,0.0,4.0,0,0,0,0,0.0,400,1,1535,2,7018,64.0,0.0,0,5,5,0,0.0,31,31,31.0,118858
1360,1360.0,3.0,1,1036,1,140,0.0,795,1,3112,3,25419,174.0,0.0,16,4,8,1360,0.0,92,20,92.0,235000
1079,840.0,3.0,3,0,1,1079,0.0,685,2,1919,3,15611,120.0,0.0,51,5,8,1079,0.0,4,4,4.0,233230
1097,0.0,3.0,1,0,1,1097,0.0,672,1,1097,2,10859,112.0,0.0,64,5,5,1097,0.0,16,15,15.0,145000
983,767.0,4.0,2,660,5,323,0.0,423,1,1750,2,12508,75.0,0.0,0,7,6,983,0.0,70,25,21.0,160000
483,504.0,2.0,1,0,1,483,0.0,288,1,987,2,1680,21.0,297.0,0,5,6,483,0.0,38,38,38.0,94500
981,0.0,3.0,1,282,5,664,0.0,576,1,981,2,10530,69.0,0.0,312,5,6,981,0.0,39,39,31.0,143250
1700,0.0,4.0,1,1018,3,380,0.0,447,2,1700,3,10552,70.0,0.0,38,5,5,1398,0.0,51,51,51.0,165500
816,0.0,2.0,1,708,6,108,0.0,308,1,816,2,7100,73.0,0.0,0,7,5,816,0.0,53,53,53.0,129900
944,896.0,3.0,1,666,6,278,0.0,622,2,1840,3,12420,79.0,0.0,45,5,7,944,0.0,9,9,9.0,230000
1291,1230.0,5.0,1,837,5,105,0.0,576,1,2521,2,3964,42.0,0.0,20,4,6,942,0.0,37,37,37.0,151400
1002,0.0,3.0,1,828,4,174,0.0,902,1,1002,2,8750,69.0,76.0,0,6,5,1002,0.0,40,40,37.0,148500
841,0.0,2.0,1,0,1,721,0.0,294,1,841,2,8400,60.0,0.0,0,4,4,721,0.0,60,60,60.0,82000
996,0.0,2.0,3,747,6,189,0.0,564,1,996,3,9069,73.0,0.0,0,6,6,936,0.0,18,18,18.0,147000
1713,0.0,3.0,3,1088,6,625,0.0,856,3,1713,4,9591,76.0,262.0,26,5,8,1713,0.0,6,5,6.0,274900
1412,0.0,3.0,2,1005,6,387,0.0,576,1,1412,3,11457,130.0,0.0,0,5,6,1392,0.0,22,22,22.0,175000
1236,0.0,2.0,1,600,6,312,0.0,923,1,1236,2,7407,90.0,0.0,158,7,6,912,0.0,53,14,53.0,149700
1040,0.0,3.0,4,633,5,431,0.0,648,1,1040,2,25286,94.0,0.0,0,5,4,1064,0.0,47,47,47.0,132250
1616,0.0,2.0,1,1180,6,415,0.0,608,2,1616,3,5389,39.0,0.0,152,5,8,1595,0.0,15,14,15.0,236500
1414,0.0,3.0,1,528,5,245,0.0,601,1,1414,2,11029,87.0,0.0,51,8,6,1184,0.0,52,8,20.0,176500
975,975.0,3.0,1,649,1,326,0.0,576,2,1950,3,7399,66.0,1600.0,10,5,7,975,0.0,13,12,13.0,239000
1086,0.0,3.0,1,320,5,404,0.0,490,1,1086,2,10200,85.0,104.0,0,7,5,1086,0.0,56,7,21.0,144900
1072,504.0,3.0,4,1309,6,15,0.0,528,2,1576,3,21384,144.0,0.0,312,6,5,1324,0.0,87,6,87.0,223500
768,0.0,2.0,3,619,5,149,0.0,624,1,768,2,7244,54.0,0.0,0,7,5,768,0.0,40,40,23.0,129500
1381,0.0,3.0,1,982,5,179,0.0,676,1,1381,3,9360,78.0,0.0,0,7,6,1161,0.0,38,4,38.0,197500
1284,885.0,3.0,1,0,1,1284,0.0,647,2,2169,3,9375,69.0,149.0,87,5,8,1284,0.0,8,8,8.0,228500
720,0.0,2.0,0,0,0,0,0.0,287,1,720,2,6627,69.0,0.0,0,6,3,0,0.0,61,60,55.0,72500
1584,1208.0,3.0,1,493,2,1017,0.0,520,1,2792,2,10440,60.0,0.0,547,7,6,1510,0.0,90,60,90.0,256000
936,0.0,2.0,1,0,1,936,112.0,576,1,936,2,6000,60.0,0.0,32,4,4,936,0.0,57,57,36.0,93000
1181,0.0,3.0,3,920,4,38,0.0,588,2,1181,2,10012,90.0,0.0,0,5,4,1138,0.0,38,38,36.0,137500
1689,0.0,3.0,3,0,1,1689,0.0,954,2,1689,3,9849,83.0,0.0,56,6,7,1689,0.0,3,3,3.0,248328
948,0.0,3.0,1,732,3,216,0.0,280,1,948,2,8190,60.0,0.0,36,6,4,948,0.0,56,56,54.0,119000
756,756.0,2.0,1,420,6,336,0.0,440,1,1512,3,2117,69.0,513.0,32,5,6,756,0.0,10,10,10.0,168500
894,0.0,3.0,1,492,4,402,0.0,450,1,894,2,8724,109.0,0.0,0,5,5,894,0.0,42,42,42.0,129000
932,920.0,3.0,1,822,6,78,0.0,644,2,1852,3,8640,72.0,0.0,108,5,7,900,0.0,1,1,1.0,252678
845,0.0,3.0,0,0,0,0,0.0,290,1,845,2,11500,69.0,0.0,0,3,4,0,0.0,53,53,53.0,84000
774,0.0,3.0,1,544,3,0,286.0,0,0,774,3,4270,70.0,0.0,0,6,3,544,0.0,79,4,0.0,79000
2053,1185.0,4.0,3,816,1,1217,0.0,666,3,3238,3,14720,56.0,579.0,86,5,8,2033,0.0,15,14,14.0,410000
1232,0.0,2.0,3,724,6,508,0.0,632,1,1232,3,7314,64.0,82.0,0,5,7,1232,0.0,3,3,3.0,194500
1164,0.0,3.0,1,0,1,1164,0.0,528,1,1164,2,9600,80.0,168.0,0,5,7,1164,0.0,41,41,41.0,140000
912,336.0,2.0,1,324,2,588,0.0,160,1,1248,2,9439,52.0,0.0,0,5,5,912,0.0,80,60,53.0,87000
1687,0.0,3.0,3,353,4,60,50.0,572,1,1687,2,57200,69.0,0.0,0,5,5,747,0.0,62,60,44.0,160000
860,1100.0,4.0,1,625,6,235,0.0,440,3,1960,3,7851,69.0,0.0,48,5,6,860,288.0,8,8,8.0,216500
546,0.0,3.0,1,273,4,0,0.0,286,2,1092,2,2217,21.0,0.0,0,4,4,546,0.0,40,40,40.0,88000
894,0.0,3.0,1,552,1,342,0.0,400,1,894,2,9450,68.0,0.0,0,5,4,894,0.0,56,56,11.0,110000
1479,0.0,3.0,3,1013,6,440,0.0,558,2,1479,3,10665,72.0,167.0,29,5,7,1453,0.0,7,7,7.0,226000
1060,0.0,3.0,2,188,3,204,0.0,270,1,1060,3,8246,69.0,0.0,90,8,5,1060,0.0,42,9,42.0,154000
1436,0.0,3.0,2,946,6,490,0.0,484,1,1436,3,8450,65.0,266.0,98,5,7,1436,139.0,6,6,6.0,210000
1044,0.0,2.0,3,0,1,540,0.0,504,1,1044,1,8712,66.0,0.0,0,5,5,540,0.0,58,58,58.0,55993
880,888.0,2.0,2,390,1,490,0.0,320,1,1768,2,10800,60.0,0.0,341,7,7,880,0.0,96,40,96.0,163000
816,0.0,2.0,3,538,1,278,0.0,432,1,816,2,5890,69.0,0.0,0,8,6,816,0.0,80,3,8.0,120500
774,656.0,3.0,1,250,6,134,0.0,400,3,1430,2,7750,69.0,0.0,0,5,7,384,0.0,10,10,10.0,180000
1867,0.0,2.0,1,379,2,470,0.0,303,3,1867,2,10708,69.0,0.0,0,5,5,1617,0.0,55,17,55.0,190000
1500,0.0,3.0,3,1070,6,286,0.0,648,3,1500,3,4045,53.0,45.0,20,5,7,1356,0.0,4,4,4.0,246578
1100,0.0,3.0,1,419,5,375,0.0,312,2,1100,2,12493,69.0,0.0,0,5,4,1100,355.0,50,50,50.0,141000
816,0.0,3.0,4,546,5,270,0.0,264,1,816,2,8314,76.0,0.0,0,7,5,816,0.0,28,28,28.0,124500
1328,0.0,2.0,4,967,4,383,0.0,308,1,1328,2,16905,115.0,0.0,104,6,5,1350,0.0,51,51,51.0,170000
1728,568.0,3.0,4,1338,6,384,0.0,842,2,2296,4,13478,97.0,420.0,274,5,10,1722,0.0,2,2,2.0,451950
864,0.0,2.0,1,167,3,697,0.0,572,1,864,2,8172,60.0,0.0,0,7,5,864,0.0,55,20,53.0,115000
1266,0.0,3.0,1,0,1,1257,0.0,453,1,1266,3,7500,62.0,0.0,144,5,7,1257,0.0,5,5,5.0,176000
858,0.0,3.0,1,614,4,244,0.0,0,0,858,2,8125,69.0,0.0,0,4,4,858,0.0,39,39,0.0,88000
832,878.0,3.0,1,426,6,406,0.0,506,2,1710,3,9291,76.0,120.0,70,5,6,832,0.0,17,17,17.0,187000
772,351.0,3.0,1,0,1,732,0.0,264,1,1123,2,6060,50.0,0.0,0,5,4,732,0.0,71,60,31.0,100000
953,694.0,3.0,1,0,1,953,0.0,460,2,1647,2,7917,62.0,0.0,40,5,6,953,0.0,11,10,11.0,175000
874,0.0,3.0,1,510,1,354,0.0,288,2,874,2,9858,62.0,0.0,0,6,5,864,33.0,42,42,42.0,130000
1788,0.0,3.0,3,0,1,1753,0.0,522,2,1788,4,11838,69.0,0.0,151,5,8,1753,0.0,9,9,9.0,236500
1839,0.0,3.0,1,1186,6,291,0.0,416,3,1839,3,14442,110.0,106.0,87,7,6,1477,0.0,53,6,53.0,257500
1088,780.0,4.0,1,381,5,399,0.0,484,1,1868,3,10304,69.0,44.0,96,7,5,780,0.0,34,34,34.0,197500
1712,0.0,4.0,1,528,2,1098,0.0,588,3,1712,2,8393,70.0,122.0,54,5,5,1626,0.0,51,5,5.0,145000
561,668.0,2.0,1,285,5,276,0.0,462,3,1229,2,1300,24.0,0.0,0,6,6,561,0.0,30,30,30.0,124000
1600,0.0,3.0,1,0,1,1566,0.0,890,2,1600,3,14230,110.0,640.0,56,5,8,1566,0.0,3,3,3.0,256300
916,684.0,3.0,3,0,1,916,0.0,460,3,1600,2,8773,57.0,0.0,38,5,6,916,0.0,13,13,13.0,169000
896,448.0,3.0,1,0,1,896,0.0,240,1,1344,2,6240,69.0,0.0,114,4,5,896,0.0,74,60,74.0,115000
1126,0.0,3.0,3,767,5,266,0.0,540,2,1126,4,15611,69.0,0.0,0,6,5,1126,0.0,33,33,33.0,175000
923,0.0,3.0,1,658,5,218,0.0,264,1,923,2,6951,37.0,0.0,0,5,5,876,0.0,26,25,26.0,119500
616,0.0,2.0,1,616,2,0,0.0,205,1,616,2,6000,50.0,0.0,0,7,5,616,0.0,89,60,89.0,89000
1800,0.0,6.0,1,0,1,1800,0.0,0,0,1800,2,8000,80.0,0.0,0,4,5,1800,0.0,49,49,0.0,141000
1505,0.0,2.0,1,1024,1,481,0.0,505,2,1505,2,12160,128.0,90.0,0,4,6,1505,0.0,57,57,57.0,149500
1647,0.0,3.0,2,1283,5,0,0.0,621,3,1647,3,12984,80.0,459.0,0,6,5,1430,0.0,33,33,33.0,217500
1132,0.0,2.0,1,1024,6,108,0.0,451,3,1132,3,7024,60.0,0.0,64,5,4,1132,0.0,5,5,5.0,176000
928,836.0,3.0,1,821,6,107,0.0,470,2,1764,3,15426,65.0,0.0,99,5,6,928,0.0,13,13,13.0,231500
1088,441.0,4.0,0,0,0,0,0.0,240,1,1529,2,8405,50.0,0.0,0,3,4,0,0.0,65,60,65.0,98000
1699,748.0,4.0,1,0,1,804,42.0,336,1,2447,3,9638,50.0,0.0,0,7,6,804,0.0,91,20,41.0,169000
1504,0.0,1.0,1,16,6,1330,0.0,457,3,1504,3,3182,43.0,16.0,0,5,7,1346,0.0,5,4,5.0,181000
1163,0.0,3.0,1,256,5,906,0.0,220,1,1163,2,5820,49.0,0.0,98,8,3,1162,0.0,55,5,55.0,126175
769,756.0,3.0,1,436,6,320,0.0,440,1,1525,3,2117,69.0,456.0,0,5,6,756,0.0,10,10,10.0,177000
935,0.0,3.0,1,560,4,0,0.0,288,1,935,2,13526,69.0,114.0,0,6,5,935,0.0,45,45,45.0,137000
813,0.0,2.0,1,0,1,813,0.0,270,1,813,3,5684,70.0,0.0,113,8,6,813,0.0,80,5,78.0,110000
1112,896.0,3.0,1,603,6,293,0.0,230,1,2008,4,7800,78.0,0.0,0,8,5,896,0.0,62,8,62.0,225000
1532,797.0,4.0,1,1085,6,390,0.0,514,1,2329,3,11839,86.0,99.0,121,5,7,1475,0.0,20,20,20.0,262280
910,648.0,4.0,1,420,4,490,0.0,282,1,1558,2,13710,75.0,0.0,0,5,5,910,289.0,60,60,60.0,152000
832,832.0,4.0,1,194,6,638,0.0,528,2,1664,2,10140,78.0,0.0,28,5,7,832,0.0,34,34,34.0,162900
2110,0.0,3.0,1,1065,5,1045,0.0,522,3,2110,4,11160,93.0,0.0,0,5,7,2110,0.0,42,42,42.0,244000
905,881.0,3.0,1,648,6,176,0.0,684,2,1786,3,9337,69.0,0.0,162,5,6,824,0.0,13,13,13.0,204750
925,550.0,4.0,1,548,5,36,0.0,336,2,1475,2,2665,41.0,0.0,26,6,5,757,0.0,33,33,33.0,127000
811,576.0,3.0,1,0,1,811,0.0,256,1,1387,3,6000,50.0,0.0,0,4,5,811,0.0,56,56,56.0,93000
976,732.0,3.0,1,0,1,976,0.0,380,1,1708,3,3363,32.0,117.0,40,5,7,976,0.0,6,6,6.0,130000
1085,649.0,3.0,1,600,3,312,0.0,440,1,1734,3,9786,77.0,0.0,0,7,6,912,0.0,48,29,48.0,159000
1766,648.0,3.0,1,664,4,290,0.0,520,1,2414,2,10800,60.0,0.0,0,4,5,954,0.0,110,40,40.0,160000
933,975.0,4.0,1,642,6,273,0.0,493,1,1908,3,8750,70.0,0.0,133,5,7,915,0.0,16,15,16.0,210000
1283,0.0,3.0,1,504,3,319,0.0,506,1,1283,2,7763,70.0,0.0,0,7,5,931,0.0,48,30,30.0,140000
1212,0.0,3.0,1,0,1,1212,0.0,573,2,1212,3,9100,70.0,0.0,0,5,7,1212,0.0,9,9,9.0,178000
952,596.0,3.0,1,0,1,952,0.0,672,1,1548,4,7264,55.0,0.0,0,7,7,952,0.0,85,3,32.0,205000
980,0.0,3.0,3,400,1,100,0.0,384,3,980,2,9750,75.0,0.0,0,5,5,980,0.0,43,43,43.0,135500
1811,0.0,2.0,1,296,5,230,0.0,470,3,1811,4,14115,90.0,0.0,0,7,6,1073,0.0,54,6,54.0,230000
1056,0.0,3.0,1,1056,3,0,0.0,384,1,1056,2,8900,69.0,0.0,42,4,4,1056,0.0,44,44,44.0,107000
1234,0.0,3.0,3,0,1,1234,0.0,484,2,1234,3,11049,85.0,0.0,30,5,8,1234,0.0,3,3,3.0,179900
